"title","url","summary","source","publication_date","date_found","vulnerable_populations","needs_review","severity","status","reviewer_notes","relevance_score"
"Enhancing Code Translation in Language Models with Few-Shot Learning via Retrieval-Augmented Generation","http://arxiv.org/abs/2407.19619v1","This paper introduces a novel approach that enhances code translation through Few-Shot Learning, augmented with retrieval-based techniques. Our method, based on Retrieval-Augmented Generation (RAG), substantially improves translation quality by providing contextual examples from which the model can learn in real-time. We selected RAG over traditional fine-tuning methods due to its ability to utilize existing codebases or a locally stored corpus of code, which allows for dynamic adaptation to ...","arXiv","2024-07-29","2025-11-12 14:12:20","elderly","True","","discovered","Research paper","15.0"
"Efficacy of Large Language Models in Systematic Reviews","http://arxiv.org/abs/2408.04646v2","This study investigates the effectiveness of Large Language Models (LLMs) in interpreting existing literature through a systematic review of the relationship between Environmental, Social, and Governance (ESG) factors and financial performance. We evaluated two current state-of-the-art LLMs, Meta AI's Llama 3 8B and OpenAI's GPT-4o, on the accuracy of their interpretations relative to human-made classifications on both sets of papers. Our findings reveal promising results for investors and ag...","arXiv","2024-08-03","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"Strategist: Self-improvement of LLM Decision Making via Bi-Level Tree Search","http://arxiv.org/abs/2408.10635v3","Traditional reinforcement learning and planning typically requires vast amounts of data and training to develop effective policies. In contrast, large language models (LLMs) exhibit strong generalization and zero-shot capabilities, but struggle with tasks that require detailed planning and decision-making in complex action spaces. STRATEGIST is a generalizable framework to optimize the strategy through population-based self-play simulations without the need for any training data.","arXiv","2024-08-20","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"SpeechPrompt: Prompting Speech Language Models for Speech Processing Tasks","http://arxiv.org/abs/2408.13040v1","Additionally, prompting modifies only the LM's inputs and harnesses the generative capabilities of language models to address various downstream tasks in a unified manner. Our pioneer research demonstrates that these quantized speech units are highly versatile within our unified prompting framework. Moreover, with the advanced speech LMs coming into the stage, the proposed prompting framework attains great potential.","arXiv","2024-08-23","2025-11-12 14:12:03","","True","","discovered","Research paper","15.0"
"Using the SOCIO Chatbot for UML Modelling: A Family of Experiments","http://arxiv.org/abs/2408.14085v1","Context: Recent developments in natural language processing have facilitated the adoption of chatbots in typically collaborative software engineering tasks (such as diagram modelling). Results: The student participants were faster at building class diagrams using the chatbot than with the online collaborative tool and more satisfied with SOCIO. In fact, our study has helped us to shed light on the future direction for experimentation in this field and lays the groundwork for researching the a...","arXiv","2024-08-26","2025-11-12 14:12:27","minors","True","","discovered","Research paper","15.0"
"Can Unconfident LLM Annotations Be Used for Confident Conclusions?","http://arxiv.org/abs/2408.15204v2","Still, guidelines for collecting and using LLM annotations, without compromising the validity of downstream conclusions, remain limited. We demonstrate the effectiveness of Confidence-Driven Inference over baselines in statistical estimation tasks across three CSS settings--text politeness, stance, and bias--reducing the needed number of human annotations by over 25% in each. Although we use CSS settings for demonstration, Confidence-Driven Inference can be used to estimate most standard quan...","arXiv","2024-08-27","2025-11-12 14:12:18","elderly","True","","discovered","Research paper","15.0"
"CBF-LLM: Safe Control for LLM Alignment","http://arxiv.org/abs/2408.15625v2","This paper proposes a control-based framework for aligning large language models (LLMs) by leveraging a control barrier function (CBF) to ensure user-desirable text generation. The overall text-generation system is implemented with Llama 3 and a RoBERTa model, and the source code is available at https://github.com/Mya-Mya/CBF-LLM. The experiment demonstrates its control ability and effectiveness in reducing the number of interventions needed for user-specified alignment tasks.","arXiv","2024-08-28","2025-11-12 14:12:20","elderly","True","","discovered","Research paper","15.0"
"Sequence to Sequence Reward Modeling: Improving RLHF by Language Feedback","http://arxiv.org/abs/2409.00162v1","Aligning the behavior of Large language models (LLMs) with human intentions and values remains a critical challenge. Our experiments demonstrated its effectiveness, specifically, reducing the refusal-to-response paradigm in single-turn safety dialogues and the long-response bias in text summarization tasks. We provide further analysis that seq2seq RM improves RLHF performance across 2B and 7B LLMs on 3 NLP tasks, achieving an average win rate of 76.9\\%.","arXiv","2024-08-30","2025-11-12 14:12:42","","True","","discovered","Research paper","15.0"
"Unforgettable Generalization in Language Models","http://arxiv.org/abs/2409.02228v1","Across tasks, however, LMs exhibit extreme variability in whether LM predictions change on examples outside the training set. Perhaps most surprisingly, random-label forgetting appears to be somewhat insensitive to the contents of the training set: for example, models trained on science questions with random labels continue to answer other science questions accurately, but begin to produce random labels on entailment classification tasks. Our results highlight the difficulty and unpredictabil...","arXiv","2024-09-03","2025-11-12 14:12:03","","True","","discovered","Research paper","15.0"
"RACONTEUR: A Knowledgeable, Insightful, and Portable LLM-Powered Shell Command Explainer","http://arxiv.org/abs/2409.02074v1","Malicious shell commands are linchpins to many cyber-attacks, but may not be easy to understand by security analysts due to complicated and often disguised code structures. However, existing general-purpose LLMs suffer from a lack of expert knowledge and a tendency to hallucinate in the task of shell command explanation. To shed light on the high-level intent of the command, we also translate the natural-language-based explanation into standard technique & tactic defined by MITRE ATT&CK, the ...","arXiv","2024-09-03","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Focus Agent: LLM-Powered Virtual Focus Group","http://arxiv.org/abs/2409.01907v1","In the domain of Human-Computer Interaction, focus groups represent a widely utilised yet resource-intensive methodology, often demanding the expertise of skilled moderators and meticulous preparatory efforts. Quantitative analysis indicates that Focus Agent can generate opinions similar to those of human participants. Furthermore, the research exposes some improvements associated with LLMs acting as moderators in focus group discussions that include human participants.","arXiv","2024-09-03","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Enhancing Critical Thinking in Education by means of a Socratic Chatbot","http://arxiv.org/abs/2409.05511v1","While large language models (LLMs) are increasingly playing a pivotal role in education by providing instantaneous, adaptive responses, their potential to promote critical thinking remains understudied. Our Socratic questioning is implemented by fine and prompt-tuning the open-source pretrained LLM with a specialized dataset that stimulates critical thinking and offers multiple viewpoints. In an effort to democratize access and to protect the students' privacy, the proposed tutor is based on ...","arXiv","2024-09-09","2025-11-12 14:12:28","minors, elderly","True","","discovered","Research paper","15.0"
"Native vs Non-Native Language Prompting: A Comparative Analysis","http://arxiv.org/abs/2409.07054v2","To elicit knowledge from LLMs, prompts play a key role, consisting of natural language instructions. Most open and closed source LLMs are trained on available labeled and unlabeled resources--digital content such as text, images, audio, and videos. In this study, we investigate different prompting strategies (native vs. non-native) on 11 different NLP tasks associated with 12 different Arabic datasets (9.7K data points).","arXiv","2024-09-11","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"Generating API Parameter Security Rules with LLM for API Misuse Detection","http://arxiv.org/abs/2409.09288v2","Subsequently, GPTAid performs dynamic execution on each piece of Violation code and further filters out the incorrect APSRs based on runtime errors. To further generate concrete APSRs, GPTAid employs a code differential analysis to refine the filtered ones. Implementing on the dataset containing 200 randomly selected APIs from eight popular libraries, GPTAid achieves a precision of 92.3%.","arXiv","2024-09-14","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"LLM-wrapper: Black-Box Semantic-Aware Adaptation of Vision-Language Models for Referring Expression Comprehension","http://arxiv.org/abs/2409.11919v3","LLM-wrapper capitalizes on the reasoning abilities of LLMs, improved with a light fine-tuning, to select the most relevant bounding box matching the referring expression, from candidates generated by a zero-shot black-box VLM. We evaluate LLM-wrapper on multiple datasets using different VLMs and LLMs, demonstrating significant performance improvements and highlighting the versatility of our method. While LLM-wrapper is not meant to directly compete with standard white-box fine-tuning, it offe...","arXiv","2024-09-18","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Reward-Robust RLHF in LLMs","http://arxiv.org/abs/2409.15360v3","In this paper, we introduce a reward-robust RLHF framework aimed at addressing these fundamental challenges, paving the way for more reliable and resilient learning in LLMs. This allows the framework to integrate both nominal performance and minimum reward signals, ensuring more stable learning even with imperfect RMs. Empirical results demonstrate that our framework consistently outperforms baselines across diverse benchmarks, showing improved accuracy and long-term stability.","arXiv","2024-09-18","2025-11-12 14:12:42","","True","","discovered","Research paper","15.0"
"Language Models Learn to Mislead Humans via RLHF","http://arxiv.org/abs/2409.12822v3","RLHF, the most popular post-training method, may exacerbate this problem: to achieve higher rewards, LMs might get better at convincing humans that they are right even when they are wrong. RLHF also makes the model harder to evaluate: our subjects' false positive rate increases by 24.1% on QuALITY and 18.3% on APPS. Finally, we show that probing, a state-of-the-art approach for detecting Intended Sophistry (e.g. backdoored LMs), does not generalize to U-SOPHISTRY.","arXiv","2024-09-19","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Aligning Language Models Using Follow-up Likelihood as Reward Signal","http://arxiv.org/abs/2409.13948v3","In natural human-to-human conversations, participants often receive feedback signals from one another based on their follow-up reactions. These reactions can include verbal responses, facial expressions, changes in emotional state, and other non-verbal cues. Building upon the FLR mechanism, we propose to automatically mine preference data from the online generations of a base policy model.","arXiv","2024-09-20","2025-11-12 14:12:34","","True","","discovered","Research paper","15.0"
"Behavioral Bias of Vision-Language Models: A Behavioral Finance View","http://arxiv.org/abs/2409.15256v1","However, we should carefully evaluate their applications in different domains, as they may possess undesired biases. Our work studies the potential behavioral biases of LVLMs from a behavioral finance perspective, an interdisciplinary subject that jointly considers finance and psychology. Our evaluations find that recent open-source LVLMs such as LLaVA-NeXT, MobileVLM-V2, Mini-Gemini, MiniCPM-Llama3-V 2.5 and Phi-3-vision-128k suffer significantly from these two biases, while the proprietary ...","arXiv","2024-09-23","2025-11-12 14:12:03","","True","","discovered","Research paper","15.0"
"PALLM: Evaluating and Enhancing PALLiative Care Conversations with Large Language Models","http://arxiv.org/abs/2409.15188v2","Emerging large language models (LLMs) offer a new approach to assessing complex communication metrics, with the potential to advance the field through integration into passive sensing and just-in-time intervention systems. Specifically, using simulated scripts crafted and labeled by healthcare professionals, we test proprietary models (e.g., GPT-4) and fine-tune open-source LLMs (e.g., LLaMA2) with a synthetic dataset generated by GPT-4 to evaluate clinical conversations, to identify key metr...","arXiv","2024-09-23","2025-11-12 14:12:05","medical, elderly","True","","discovered","Research paper","15.0"
"Bridging Speech and Text: Enhancing ASR with Pinyin-to-Character Pre-training in LLMs","http://arxiv.org/abs/2409.16005v1","While LLMs excel in multimodal understanding tasks, effectively leveraging their capabilities for ASR remains a significant challenge. We propose pre-training LLMs on Pinyin embedding sequences, which represent pronunciation features, to generate corresponding Chinese characters. This step enables the LLM to adapt to generating text from pronunciation features before encountering real speech data.","arXiv","2024-09-24","2025-11-12 14:12:18","elderly","True","","discovered","Research paper","15.0"
"From Reward Shaping to Q-Shaping: Achieving Unbiased Learning with LLM-Guided Knowledge","http://arxiv.org/abs/2410.01458v1","This approach is both general and robust across diverse tasks, allowing for immediate impact assessment while guaranteeing optimality. We evaluated Q-shaping across 20 different environments using a large language model (LLM) as the heuristic provider. These findings establish Q-shaping as a superior and unbiased alternative to conventional reward shaping in reinforcement learning.","arXiv","2024-10-02","2025-11-12 14:12:42","","True","","discovered","Research paper","15.0"
"LLM-Pilot: Characterize and Optimize Performance of your LLM Inference Services","http://arxiv.org/abs/2410.02425v1","As Large Language Models (LLMs) are rapidly growing in popularity, LLM inference services must be able to serve requests from thousands of users while satisfying performance requirements. Finally, using this characterization data, LLM-Pilot learns a predictive model, which can be used to recommend the most cost-effective hardware for a previously unseen LLM. Compared to existing methods, LLM-Pilot can deliver on performance requirements 33% more frequently, whilst reducing costs by 60% on ave...","arXiv","2024-10-03","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Towards Assuring EU AI Act Compliance and Adversarial Robustness of LLMs","http://arxiv.org/abs/2410.05306v1","The European Union's Artificial Intelligence Act seeks to enforce AI robustness in certain contexts, but faces implementation challenges due to the lack of standards, complexity of LLMs and emerging security vulnerabilities. Our research introduces a framework using ontologies, assurance cases, and factsheets to support engineers and stakeholders in understanding and documenting AI system compliance and security regarding adversarial robustness. This approach aims to ensure that LLMs adhere t...","arXiv","2024-10-04","2025-11-12 14:12:12","","True","","discovered","Research paper","15.0"
"ARB-LLM: Alternating Refined Binarizations for Large Language Models","http://arxiv.org/abs/2410.03129v2","Binarization, as an effective compression technique, can shrink model weights to just 1 bit, significantly reducing the high demands on computation and memory. To tackle these issues, we propose ARB-LLM, a novel 1-bit post-training quantization (PTQ) technique tailored for LLMs. Moreover, considering the pivot role of calibration data and the column deviation in LLM weights, we further extend ARB to ARB-X and ARB-RC.","arXiv","2024-10-04","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Better Language Models Exhibit Higher Visual Alignment","http://arxiv.org/abs/2410.07173v2","We provide the first direct analysis by utilizing frozen text representations in a discriminative vision-language model framework and measuring zero-shot generalization on unseen classes. Moreover, utilizing frozen LLMs leads to strong gains in cross-lingual settings, where our approach surpasses CLIP's accuracy of 1.4% with 38.7% for Chinese. Our proposed method improves both robustness and generalization and also significantly reduces the need for paired data and compute, making vision-lang...","arXiv","2024-10-09","2025-11-12 14:12:36","","True","","discovered","Research paper","15.0"
"The Accuracy Paradox in RLHF: When Better Reward Models Don't Yield Better Language Models","http://arxiv.org/abs/2410.06554v2","Reinforcement Learning from Human Feedback significantly enhances Natural Language Processing by aligning language models with human expectations. A critical factor in this alignment is the strength of reward models used during training. In this paper, through experiments on relevance, factuality, and completeness tasks using the QA-FEEDBACK dataset and reward models based on Longformer, we uncover a surprising paradox: language models trained with moderately accurate reward models outperform...","arXiv","2024-10-09","2025-11-12 14:12:43","","True","","discovered","Research paper","15.0"
"Measuring the Inconsistency of Large Language Models in Preferential Ranking","http://arxiv.org/abs/2410.08851v1","Despite large language models' (LLMs) recent advancements, their bias and hallucination issues persist, and their ability to offer consistent preferential rankings remains underexplored. This study investigates the capacity of LLMs to provide consistent ordinal preferences, a crucial aspect in scenarios with dense decision space or lacking absolute answers. Our diagnostic experiments on selected state-of-the-art LLMs reveal their inability to meet these criteria, indicating a strong positiona...","arXiv","2024-10-11","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"Gender Bias of LLM in Economics: An Existentialism Perspective","http://arxiv.org/abs/2410.19775v1","Drawing on existentialist theory, we argue that LLM-generated bias reflects entrenched societal structures and highlights the limitations of purely technical debiasing methods. This research underscores the need for new theoretical frameworks and interdisciplinary methodologies that address the ethical implications of integrating LLMs into economic and financial decision-making. We advocate for a reconceptualization of how LLMs influence economic decisions, emphasizing the importance of incor...","arXiv","2024-10-14","2025-11-12 14:12:26","","True","","discovered","Research paper","15.0"
"Bridging Large Language Models and Graph Structure Learning Models for Robust Representation Learning","http://arxiv.org/abs/2410.12096v1","In this paper, we introduce LangGSL, a robust framework that integrates the complementary strengths of pre-trained language models and GSLMs to jointly enhance both node feature and graph structure learning. In LangGSL, we first leverage LLMs to filter noise in the raw data and extract valuable cleaned information as features, enhancing the synergy of downstream models. The LM and GSLM work synergistically, complementing each other's strengths and offsetting weaknesses within a variational in...","arXiv","2024-10-15","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"CCSBench: Evaluating Compositional Controllability in LLMs for Scientific Document Summarization","http://arxiv.org/abs/2410.12601v3","To address this gap, we introduce CCSBench, the first evaluation benchmark for compositional controllable summarization in the scientific domain. We conduct extensive experiments using various large language models (LLMs) under various settings, including in-context learning, parameter-efficient fine-tuning, and two-stage modular methods for balancing control over different attributes. Our findings reveal significant limitations in LLMs capabilities in balancing trade-offs between control att...","arXiv","2024-10-16","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"MedAide: Information Fusion and Anatomy of Medical Intents via LLM-based Agent Collaboration","http://arxiv.org/abs/2410.12532v3","To this end, we propose MedAide, an LLM-based medical multi-agent collaboration framework designed to enable intent-aware information fusion and coordinated reasoning across specialized healthcare domains. Specifically, we introduce a regularization-guided module that combines syntactic constraints with retrieval augmented generation to decompose complex queries into structured representations, facilitating fine-grained clinical information fusion and intent resolution. Experimental results f...","arXiv","2024-10-16","2025-11-12 14:12:19","medical","True","","discovered","Research paper","15.0"
"SoK: Prompt Hacking of Large Language Models","http://arxiv.org/abs/2410.13901v1","In this work, we offer a comprehensive and systematic overview of three distinct types of prompt hacking: jailbreaking, leaking, and injection, addressing the nuances that differentiate them despite their overlapping characteristics. To enhance the evaluation of LLM-based applications, we propose a novel framework that categorizes LLM responses into five distinct classes, moving beyond the traditional binary classification. This approach provides more granular insights into the AI's behavior,...","arXiv","2024-10-16","2025-11-12 14:12:45","","True","","discovered","Research paper","15.0"
"The Mystery of the Pathological Path-star Task for Language Models","http://arxiv.org/abs/2410.13779v2","This is straightforward for a human but surprisingly difficult for language models, which did not outperform the random baseline. We demonstrate the task is learnable using teacher-forcing in alternative settings and that the issue is partially due to representation. We introduce a regularization method using structured samples of the same graph but with differing target nodes, improving results across a variety of model types.","arXiv","2024-10-17","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"How to Evaluate Reward Models for RLHF","http://arxiv.org/abs/2410.14872v2","The gold-standard approach is to run a full RLHF training pipeline and directly probe downstream LLM performance. To investigate which reward model metrics are most correlated to gold-standard RLHF outcomes, we launch an end-to-end RLHF experiment on a large-scale crowdsourced human preference platform to view real reward model downstream performance as ground truth. Ultimately, we compile our data and findings into Preference Proxy Evaluations (PPE), the first reward model benchmark explicit...","arXiv","2024-10-18","2025-11-12 14:12:42","","True","","discovered","Research paper","15.0"
"Understanding and Alleviating Memory Consumption in RLHF for LLMs","http://arxiv.org/abs/2410.15651v1","Fine-tuning with Reinforcement Learning with Human Feedback (RLHF) is essential for aligning large language models (LLMs). However, RLHF often encounters significant memory challenges. Additionally, we introduce a simple yet effective approach that substantially reduces the memory required for RLHF fine-tuning.","arXiv","2024-10-21","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Revealing Hidden Bias in AI: Lessons from Large Language Models","http://arxiv.org/abs/2410.16927v1","This study examines biases in candidate interview reports generated by Claude 3.5 Sonnet, GPT-4o, Gemini 1.5, and Llama 3.1 405B, focusing on characteristics such as gender, race, and age. Moreover, our methodology of comparing anonymized and non-anonymized data reveals a novel approach to assessing inherent biases in LLMs beyond recruitment applications. This study underscores the importance of careful LLM selection and suggests best practices for minimizing bias in AI applications, promotin...","arXiv","2024-10-22","2025-11-12 14:12:26","","True","","discovered","Research paper","15.0"
"Asynchronous RLHF: Faster and More Efficient Off-Policy RL for Language Models","http://arxiv.org/abs/2410.18252v3","We tackle the fundamental challenge in this regime: how much off-policyness can we tolerate for asynchronous training to speed up learning but maintain performance? We verify the scalability of asynchronous RLHF by training a general-purpose chatbot from LLaMA 3.1 8B on an instruction-following task ~40% faster than a synchronous run while matching final performance. Finally, we extend our results to math and reasoning to demonstrate asynchronous RL can finetune Rho 1B on GSM8k ~70% faster wh...","arXiv","2024-10-23","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Does Differential Privacy Impact Bias in Pretrained NLP Models?","http://arxiv.org/abs/2410.18749v1","Differential privacy (DP) is applied when fine-tuning pre-trained large language models (LLMs) to limit leakage of training examples. In this work, we show the impact of DP on bias in LLMs through empirical analysis. Our results also show that the impact of DP on bias is not only affected by the privacy protection level but also the underlying distribution of the dataset.","arXiv","2024-10-24","2025-11-12 14:12:26","","True","","discovered","Research paper","15.0"
"A Survey of Large Language Models for Arabic Language and its Dialects","http://arxiv.org/abs/2410.20238v2","The study also explores monolingual, bilingual, and multilingual LLMs, analyzing their architectures and performance across downstream tasks, such as sentiment analysis, named entity recognition, and question answering. Furthermore, it assesses the openness of Arabic LLMs based on factors, such as source code availability, training data, model weights, and documentation. The survey highlights the need for more diverse dialectal datasets and attributes the importance of openness for research r...","arXiv","2024-10-26","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"Multi-Turn Human-LLM Interaction Through the Lens of a Two-Way Intelligibility Protocol","http://arxiv.org/abs/2410.20600v4","For complex problems, it is possible that LLMs can harness human expertise and creativity to find solutions that were otherwise elusive. On one level, this interaction takes place through multiple turns of prompts from the human and responses from the LLM. The protocol is motivated by a notion of ""two-way intelligibility"" and is modelled by a pair of communicating finite-state machines.","arXiv","2024-10-27","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Matryoshka Pilot: Learning to Drive Black-Box LLMs with LLMs","http://arxiv.org/abs/2410.20749v3","Despite the impressive generative abilities of black-box large language models (LLMs), their inherent opacity hinders further advancements in capabilities such as reasoning, planning, and personalization. Existing works aim to enhance LLM capabilities via domain-specific adaptation, which require additional training on accessible model parameters, an infeasible option for black-box LLMs. M-Pilot is trained to pivot the outputs of the black-box LLM aligning with preferences during iterative in...","arXiv","2024-10-28","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Strada-LLM: Graph LLM for traffic prediction","http://arxiv.org/abs/2410.20856v2","By reasoning about traffic patterns in both the spatial and temporal dimensions, accurate and interpretable predictions can be provided. However, existing forecasting techniques mainly focus on extracting local graph information and forming a text-like prompt, leaving LLM- based traffic prediction an open problem. Furthermore, we adopt a lightweight approach for efficient domain adaptation when facing new data distributions in few-shot fashion.","arXiv","2024-10-28","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"LLM-Forest: Ensemble Learning of LLMs with Graph-Augmented Prompts for Data Imputation","http://arxiv.org/abs/2410.21520v4","However, challenges persist in designing effective prompts for a finetuning-free process and in mitigating biases and uncertainty in LLM outputs. To address these issues, we propose a novel framework, LLM-Forest, which introduces a ""forest"" of few-shot prompt learning LLM ""trees"" with their outputs aggregated via confidence-based weighted voting based on LLM self-assessment, inspired by the ensemble learning (Random Forest). This framework is established on a new concept of bipartite informat...","arXiv","2024-10-28","2025-11-12 14:12:20","medical","True","","discovered","Research paper","15.0"
"CARMO: Dynamic Criteria Generation for Context-Aware Reward Modelling","http://arxiv.org/abs/2410.21545v2","In reinforcement learning from human feedback (RLHF) and more generally during post-training flawed reward signals often lead to outputs that optimize for these spurious correlates instead of genuine quality or correctness. Unlike prior methods that rely on static rubrics, CARMO leverages large language models (LLMs) to adaptively create evaluation criteria such as logical consistency, clarity, and depth tailored to the user query. We establish a new state-of-the-art performance in zero-shot ...","arXiv","2024-10-28","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Representative Social Choice: From Learning Theory to AI Alignment","http://arxiv.org/abs/2410.23953v4","Social choice theory is the study of preference aggregation across a population, used both in mechanism design for human agents and in the democratic alignment of language models. In this study, we propose the representative social choice framework for the modeling of democratic representation in collective decisions, where the number of issues and individuals are too large for mechanisms to consider all preferences directly. These scenarios are widespread in real-world decision-making proces...","arXiv","2024-10-31","2025-11-12 14:12:35","","True","","discovered","Research paper","15.0"
"One fish, two fish, but not the whole sea: Alignment reduces language models' conceptual diversity","http://arxiv.org/abs/2411.04427v3","Separately, it is debated whether post-training alignment (RLHF or RLAIF) affects models' internal diversity. We use this approach to evaluate non-aligned and aligned LLMs on two domains with rich human behavioral data. Our findings highlight potential trade-offs between increasing models' value alignment and decreasing the diversity of their conceptual representations.","arXiv","2024-11-07","2025-11-12 14:12:34","","True","","discovered","Research paper","15.0"
"Efficient Alignment of Large Language Models via Data Sampling","http://arxiv.org/abs/2411.10545v2","Recent research depicts the benefit of data engineering in the fine-tuning and pre-training paradigms to bring down such costs. We find out that LLM alignment performance follows an exponential plateau pattern which tapers off post a rapid initial increase. Based on this, we identify data subsampling as a viable method to reduce resources required for alignment.","arXiv","2024-11-15","2025-11-12 14:12:34","","True","","discovered","Research paper","15.0"
"Robust Planning with Compound LLM Architectures: An LLM-Modulo Approach","http://arxiv.org/abs/2411.14484v1","Previous work has attempted to boost Large Language Model (LLM) performance on planning and scheduling tasks through a variety of prompt engineering techniques. This limitation can be addressed through compound LLM architectures where LLMs work in conjunction with other components to ensure reliability. Our results, evaluated across four scheduling domains, demonstrate significant performance gains with the LLM-Modulo framework using various models.","arXiv","2024-11-20","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"RV4Chatbot: Are Chatbots Allowed to Dream of Electric Sheep?","http://arxiv.org/abs/2411.14368v1","Chatbots have become integral to various application domains, including those with safety-critical considerations. As a result, there is a pressing need for methods that ensure chatbots consistently adhere to expected, safe behaviours. In this paper, we introduce RV4Chatbot, a Runtime Verification framework designed to monitor deviations in chatbot behaviour.","arXiv","2024-11-21","2025-11-12 14:12:27","","True","","discovered","Research paper","15.0"
"Continual SFT Matches Multimodal RLHF with Negative Supervision","http://arxiv.org/abs/2411.14797v1","Multimodal RLHF usually happens after supervised finetuning (SFT) stage to continually improve vision-language models' (VLMs) comprehension. Our nSFT disentangles this negative supervision in RLHF paradigm, and continually aligns VLMs with a simple SFT loss. The effectiveness of nSFT is rigorously proved by comparing it with various multimodal RLHF approaches, across different dataset sources, base VLMs and evaluation metrics.","arXiv","2024-11-22","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"A Survey on LLM-as-a-Judge","http://arxiv.org/abs/2411.15594v6","Accurate and consistent evaluation is crucial for decision-making across numerous fields, yet it remains a challenging task due to inherent subjectivity, variability, and scale. With their ability to process diverse data types and provide scalable, cost-effective, and consistent assessments, LLMs present a compelling alternative to traditional expert-driven evaluations. We explore strategies to enhance reliability, including improving consistency, mitigating biases, and adapting to diverse as...","arXiv","2024-11-23","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Unraveling Arithmetic in Large Language Models: The Role of Algebraic Structures","http://arxiv.org/abs/2411.16260v3","However, the mechanisms underlying LLMs' ability to perform arithmetic in a single step of CoT remain poorly understood. Existing studies debate whether LLMs encode numerical values or rely on symbolic reasoning, while others explore attention and multi-layered processing in arithmetic tasks. We empirically demonstrate that LLMs can learn algebraic structures using a custom dataset of arithmetic problems, as well as providing theoretical evidence showing that, under specific configurations of...","arXiv","2024-11-25","2025-11-12 14:12:05","elderly","True","","discovered","Research paper","15.0"
"Can LLM ""Self-report""?: Evaluating the Validity of Self-report Scales in Measuring Personality Design in LLM-based Chatbots","http://arxiv.org/abs/2412.00207v2","As chatbots evolved from rule-based systems to those powered by large language models (LLMs), evaluating the effectiveness of their personality design has become increasingly complex, particularly due to the open-ended nature of interactions. A recent and widely adopted method for assessing the personality design of LLM-based chatbots is the use of self-report questionnaires. Further analysis revealed the role of task context and interaction in the chatbot's personality design assessment.","arXiv","2024-11-29","2025-11-12 14:12:27","","True","","discovered","Research paper","15.0"
"A Comprehensive Evaluation of Semantic Relation Knowledge of Pretrained Language Models and Humans","http://arxiv.org/abs/2412.01131v5","This means that at this point in time, there is only an incomplete view of the extent of these models' semantic relation knowledge. To address this gap, we introduce a comprehensive evaluation framework covering five relations beyond hypernymy, namely hyponymy, holonymy, meronymy, antonymy, and synonymy. We use five metrics (two newly introduced here) for recently untreated aspects of semantic relation knowledge, namely soundness, completeness, symmetry, prototypicality, and distinguishability.","arXiv","2024-12-02","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"Densing Law of LLMs","http://arxiv.org/abs/2412.04315v2","To calculate the capacity density of a given target LLM, we first introduce a set of reference models and develop a scaling law to predict the downstream performance of these reference models based on their parameter sizes. More specifically, using some widely used benchmarks for evaluation, the capacity density of LLMs doubles approximately every three months. The law provides new perspectives to guide future LLM development, emphasizing the importance of improving capacity density to achiev...","arXiv","2024-12-05","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"LLM-Align: Utilizing Large Language Models for Entity Alignment in Knowledge Graphs","http://arxiv.org/abs/2412.04690v1","Embedding-based entity alignment (EA) has recently gained considerable attention, resulting in the emergence of many innovative approaches. Initially, these approaches concentrated on learning entity embeddings based on the structural features of knowledge graphs (KGs) as defined by relation triples. To guarantee the quality of alignment results, we design a multi-round voting mechanism to mitigate the hallucination and positional bias issues that occur with LLMs.","arXiv","2024-12-06","2025-11-12 14:12:35","","True","","discovered","Research paper","15.0"
